UniProt_ID	PDB_ID	Chains_of_interest	Original_Source
Q92482	Q92482	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92482-F1-model_v4.cif
Q92485	Q92485	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92485-F1-model_v4.cif
Q92502	Q92502	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92502-F1-model_v4.cif
Q92541	9EGX	R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EGX.cif
Q92551	Q92551	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92551-F1-model_v4.cif
Q92614	Q92614	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92614-F1-model_v4.cif
Q92620	6ZYM	r	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6ZYM.cif
Q92621	7R5K	I,J,K,L,M	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
Q92844	Q92844	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q92844-F1-model_v4.cif
Q92905	4D10	E,M	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4D10.cif
Q92966	7ZWD	b	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7ZWD.cif
Q93063	7SCK	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7SCK.cif
Q93077	7R5R	C,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5R.cif
Q93096	1XM2	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1XM2.cif
Q96AE4	Q96AE4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96AE4-F1-model_v4.cif
Q96C86	1ST0	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1ST0.cif
Q96CJ1	Q96CJ1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96CJ1-F1-model_v4.cif
Q96CW1	6BNT	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6BNT.cif
Q96DI7	8H6L	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q96EQ8	5DKA	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5DKA.cif
Q96EV8	Q96EV8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96EV8-F1-model_v4.cif
Q96EY1	Q96EY1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96EY1-F1-model_v4.cif
Q96FN4	Q96FN4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96FN4-F1-model_v4.cif
Q96G21	7MQA	H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7MQA.cif
Q96GQ7	Q96GQ7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96GQ7-F1-model_v4.cif
Q96HR3	7EMF	3	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EMF.cif
Q96HW7	8RC4	d	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8RC4.cif
Q96I25	Q96I25	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96I25-F1-model_v4.cif
Q96J01	7APK	C,K,c,k	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7APK.cif
Q96JN0	Q96JN0	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96JN0-F1-model_v4.cif
Q96L91	8QR1	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QR1.cif
Q96LB4	Q96LB4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96LB4-F1-model_v4.cif
Q96LW9	Q96LW9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96LW9-F1-model_v4.cif
Q96PM5	7YNX	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7YNX.cif
Q96Q15	6L54	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6L54.cif
Q96QS6	Q96QS6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96QS6-F1-model_v4.cif
Q96RU7	Q96RU7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96RU7-F1-model_v4.cif
Q96SZ6	Q96SZ6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96SZ6-F1-model_v4.cif
Q96TA2	Q96TA2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q96TA2-F1-model_v4.cif
Q99436	8BZL	H,V	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8BZL.cif
Q99459	8C6J	O	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q99460	8USD	U	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USD.cif
Q99550	Q99550	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99550-F1-model_v4.cif
Q99578	Q99578	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99578-F1-model_v4.cif
Q99594	7ZJQ	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7ZJQ.cif
Q99623	8RRH	B,D,F,H,J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8RRH.cif
Q99627	4D18	H,P	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4D18.cif
Q99633	Q99633	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99633-F1-model_v4.cif
Q99714	2O23	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2O23.cif
Q99795	Q99795	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99795-F1-model_v4.cif
Q99798	Q99798	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99798-F1-model_v4.cif
Q99816	7NLC	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NLC.cif
Q99819	Q99819	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q99819-F1-model_v4.cif
Q99848	8FKV	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q99873	6NT2	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6NT2.cif
Q99969	8ZJG	L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8ZJG.cif
Q9BQA1	9EYV	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EYV.cif
Q9BQE5	7LF8	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7LF8.cif
Q9BS26	5XWM	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5XWM.cif
Q9BU64	7R5S	O	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5S.cif
Q9BUA6	Q9BUA6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9BUA6-F1-model_v4.cif
Q9BUQ8	6QW6	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6QW6.cif
Q9BVL2	7R5K	M,N,O,P	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
Q9BW04	Q9BW04	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9BW04-F1-model_v4.cif
Q9BW27	7R5K	N,O,P,Q	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
Q9BWJ5	7Q4O	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Q4O.cif
Q9BWV3	9HFS	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9HFS.cif
Q9BXI2	Q9BXI2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9BXI2-F1-model_v4.cif
Q9BXP5	8PMP	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8PMP.cif
Q9BXR5	Q9BXR5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9BXR5-F1-model_v4.cif
Q9BYG3	8FKV	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q9BZL1	4PYU	A,B,G,K,O,S	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4PYU.cif
Q9GZN1	8X15	K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8X15.cif
Q9GZR1	Q9GZR1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9GZR1-F1-model_v4.cif
Q9GZR7	Q9GZR7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9GZR7-F1-model_v4.cif
Q9GZT9	4BQY	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4BQY.cif
Q9GZZ9	6H77	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6H77.cif
Q9H0S4	3BER	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3BER.cif
Q9H1C3	Q9H1C3	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H1C3-F1-model_v4.cif
Q9H204	7EMF	1	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EMF.cif
Q9H211	2WVR	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2WVR.cif
Q9H257	Q9H257	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H257-F1-model_v4.cif
Q9H307	Q9H307	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H307-F1-model_v4.cif
Q9H3Y6	Q9H3Y6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H3Y6-F1-model_v4.cif
Q9H477	9CVB	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9CVB.cif
Q9H4A9	Q9H4A9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H4A9-F1-model_v4.cif
Q9H4I2	Q9H4I2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9H4I2-F1-model_v4.cif
Q9H6X2	3N2N	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3N2N.cif
Q9H944	7EMF	T	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EMF.cif
Q9H999	3SMS	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3SMS.cif
Q9H9Y6	7OB9	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7OB9.cif
Q9HA47	2JEO	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2JEO.cif
Q9HBX8	Q9HBX8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9HBX8-F1-model_v4.cif
Q9HCG8	7DVQ	V	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7DVQ.cif
Q9HCJ1	Q9HCJ1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9HCJ1-F1-model_v4.cif
Q9HCL2	8E4Y	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8E4Y.cif
Q9HCS7	8C6J	T	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9NPF5	8QR1	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QR1.cif
Q9NQ94	Q9NQ94	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NQ94-F1-model_v4.cif
Q9NQE7	Q9NQE7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NQE7-F1-model_v4.cif
Q9NQS7	Q9NQS7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NQS7-F1-model_v4.cif
Q9NQU5	2C30	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2C30.cif
Q9NR50	7VLK	E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7VLK.cif
Q9NRX1	7MQA	J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7MQA.cif
Q9NRZ7	Q9NRZ7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NRZ7-F1-model_v4.cif
Q9NSE4	Q9NSE4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NSE4-F1-model_v4.cif
Q9NVH6	Q9NVH6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NVH6-F1-model_v4.cif
Q9NVP1	8FKV	H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q9NW64	8C6J	M	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9NWA0	7EMF	I	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EMF.cif
Q9NX52	Q9NX52	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NX52-F1-model_v4.cif
Q9NY93	Q9NY93	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NY93-F1-model_v4.cif
Q9NYQ6	Q9NYQ6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NYQ6-2-F1-model_v4.cif
Q9NYS0	9QU1	C,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9QU1.cif
Q9NYW1	Q9NYW1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9NYW1-F1-model_v4.cif
Q9NZM5	8FLE	J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FLE.cif
Q9P286	2F57	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2F57.cif
Q9P2B2	Q9P2B2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9P2B2-F1-model_v4.cif
Q9P2I0	6URG	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6URG.cif
Q9UBF6	9OMA	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9OMA.cif
Q9UBL3	6KIU	T	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6KIU.cif
Q9UBU9	6E5U	A,C,E,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6E5U.cif
Q9UF02	Q9UF02	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UF02-F1-model_v4.cif
Q9UGC6	6AM3	A,X	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6AM3.cif
Q9UHX1	5KW6	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5KW6.cif
Q9UI10	7VLK	G,H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7VLK.cif
Q9UI33	Q9UI33	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UI33-F1-model_v4.cif
Q9UIS9	Q9UIS9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UIS9-F1-model_v4.cif
Q9UJ71	7WZ8	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7WZ8.cif
Q9UJV9	8C6J	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9UJX2	9GAW	U,V	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9GAW.cif
Q9UJX5	9GAW	I	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9GAW.cif
Q9UJY4	Q9UJY4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UJY4-F1-model_v4.cif
Q9UK39	6BT1	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6BT1.cif
Q9UK45	8H6L	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q9UKD2	8FKV	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q9UKF6	6V4X	H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6V4X.cif
Q9UKL4	8QOJ	A,B,C,D,E,F,G,H,I,J,K,L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QOJ.cif
Q9UKM9	1WF1	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1WF1.cif
Q9UL12	Q9UL12	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UL12-F1-model_v4.cif
Q9ULR0	8C6J	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9ULX5	Q9ULX5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9ULX5-F1-model_v4.cif
Q9UM63	Q9UM63	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UM63-F1-model_v4.cif
Q9UMS4	8C6J	t,u,v,w	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9UNK4	Q9UNK4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UNK4-F1-model_v4.cif
Q9UNM6	8USB	a	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USB.cif
Q9UNQ2	6W6C	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6W6C.cif
Q9UP38	8J9N	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8J9N.cif
Q9UPR0	Q9UPR0	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UPR0-F1-model_v4.cif
Q9UPZ3	Q9UPZ3	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9UPZ3-F1-model_v4.cif
Q9UQ35	8C6J	R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q9Y219	Q9Y219	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9Y219-F1-model_v4.cif
Q9Y224	7P3A	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7P3A.cif
Q9Y226	Q9Y226	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9Y226-F1-model_v4.cif
Q9Y230	8QR1	D,H,J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QR1.cif
Q9Y265	2C9O	A,B,C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2C9O.cif
Q9Y286	Q9Y286	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q9Y286-F1-model_v4.cif
